dataset,type,metric,n_runs,mean_diff,sd_diff,wilcox_p,t_p,ci_lo,ci_hi,cohens_dz,n_pos,n_neg,n_zero,sign_p,OOB,SB_OOB,exp,seed
waveform,synthetic,R3,50,-0.0020892405283749623,0.0639875827223472,0.9230974354523004,0.8183728719045732,-0.020274310328838932,0.01609582927208901,-0.0326507181469962,24,26,0,0.8877248273407867,0.2771019218595845,0.27501268133120954,exp3,48
waveform,synthetic,R4,50,0.047926686626012155,0.5738644341241668,0.5115520280573369,0.5575392805763468,-0.1151637810329125,0.2110171542849368,0.08351569425827543,28,22,0,0.47988766169832847,42.06397266733057,42.11189935395658,exp3,48
twonorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,48
twonorm,synthetic,R2,50,0.002079687206930478,0.024621932531599448,0.35407465575527786,0.5530862084030362,-0.004917788594778101,0.00907716300863906,0.084464824369957,27,23,0,0.6718110337653662,0.015347905981963337,0.017427593188893815,exp3,48
twonorm,synthetic,R3,50,0.0020802212161344807,0.024605303771996836,0.35407465575527786,0.5527173741506175,-0.004912528744384243,0.009072971176653205,0.08454361041061274,27,23,0,0.6718110337653662,0.015340361764795644,0.017420582980930126,exp3,48
twonorm,synthetic,R4,50,0.1274116799999993,0.9330509746945813,0.5367006994993049,0.33899530597195715,-0.13775847302542657,0.39258183302542515,0.13655382552031028,27,23,0,0.6718110337653662,34.63849952,34.7659112,exp3,48
threenorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,48
threenorm,synthetic,R2,50,0.007931808481777889,0.04246963254255737,0.41191478228305617,0.19276236362164853,-0.004137927540876037,0.020001544504431815,0.18676423615932383,27,23,0,0.6718110337653662,0.017965710757699434,0.02589751923947732,exp3,48
threenorm,synthetic,R3,50,0.007922290449246165,0.042423295119013306,0.41191478228305617,0.1928100466373862,-0.004134276623344764,0.019978857521837094,0.18674387331349815,27,23,0,0.6718110337653662,0.01795697389593225,0.025879264345178416,exp3,48
threenorm,synthetic,R4,50,0.11845551999999884,0.8854933446671908,0.4690682518168938,0.3488301827840843,-0.13319890411681332,0.370109944116811,0.13377347296101913,25,25,0,1.0,62.81531776,62.93377328,exp3,48
ringnorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,48
ringnorm,synthetic,R2,50,0.032279530259722244,0.28503510748054073,0.41191478228305617,0.42712416812555676,-0.048726550992134854,0.11328561151157934,0.11324755937977204,30,20,0,0.20263875106454096,0.618555028839428,0.6508345590991503,exp3,48
ringnorm,synthetic,R3,50,0.03186369548175864,0.2813713679383692,0.41191478228305617,0.42713750368362957,-0.04810116251285792,0.1118285534763752,0.1132442711396917,30,20,0,0.20263875106454096,0.6141012316415132,0.6459649271232718,exp3,48
ringnorm,synthetic,R4,50,-0.20977951999999944,1.3952879122313901,0.15033802672206972,0.2929367848337859,-0.6063159571673625,0.18675691716736367,-0.15034855398733668,19,31,0,0.11892045255943624,43.47625616,43.26647664,exp3,48
twonorm,class,absdiff,50,-0.0024239999999999995,0.012293129987841142,0.10178532507830938,0.16951833682769366,-0.0059176688867447124,0.0010696688867447139,-0.19718330501650297,19,31,0,0.11892045255943624,0.023824,0.021400000000000002,exp4,48
twonorm,class,eOB,50,0.0010999999999999992,0.016076665813329248,0.5910232021602091,0.6306705658734009,-0.0034689378710038746,0.005668937871003873,0.06842214752563827,26,19,5,0.37129803447101195,0.0942,0.0953,exp4,48
twonorm,class,eTS,50,0.0020120000000000003,0.007413215997701094,0.06953913188264106,0.060800673538711825,-9.481267565729087e-05,0.004118812675657292,0.271407173435111,26,24,0,0.8877248273407867,0.078416,0.080428,exp4,48
twonorm,class,ratio,50,-0.18448793894977736,0.8094811632970581,0.08059511944852124,0.1134814275414244,-0.41453994014182677,0.04556406224227205,-0.22790887214515104,20,30,0,0.20263875106454096,1.5969719380897232,1.4124839991399458,exp4,48
friedman1,reg,absdiff,50,0.022912952129095707,0.5059371249103255,0.7065616658464238,0.7501514180931164,-0.12087278784896913,0.16669869210716054,0.04528814155149594,26,24,0,0.8877248273407867,1.2602712078832332,1.2831841600123288,exp4,48
friedman1,reg,eOB,50,-0.0315502547441722,0.5205858147298277,0.9922979176054624,0.6701330682564368,-0.17949910630607185,0.11639859681772745,-0.06060529090779409,26,24,0,0.8877248273407867,8.626096042077345,8.594545787333173,exp4,48
friedman1,reg,eTS,50,-0.0034449058331082407,0.2801581862489442,0.8696479052043413,0.9310672815059824,-0.08306498140644523,0.07617516974022875,-0.012296288319225308,24,26,0,0.8877248273407867,8.241428521852791,8.237983616019683,exp4,48
friedman1,reg,ratio,50,0.03805581371473316,0.5708929256735747,0.6431082253817728,0.6394767423976733,-0.12419016058645427,0.2003017880159206,0.06666015990622508,26,24,0,0.8877248273407867,1.3539228298234511,1.3919786435381845,exp4,48
friedman1,reg,mse_oob_outputs,50,-0.20377949357677763,0.7862116403318701,0.11785722795737388,0.07291759648606881,-0.4272183695132349,0.019659382359679633,-0.25919165161528224,22,28,0,0.47988766169832847,11.06911202391181,10.865332530335031,exp5,48
friedman1,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,13.352810268347698,13.352810268347698,exp5,48
friedman2,reg,mse_oob_outputs,50,-22.352421686773596,1352.9858369116798,0.9230974354523004,0.9074803825163988,-406.8667420673315,362.1618986937842,-0.01652080980965414,25,25,0,1.0,27228.044578673616,27205.692156986843,exp5,48
friedman2,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,38334.93616385933,38334.93616385933,exp5,48
friedman3,reg,mse_oob_outputs,50,0.0006426515610722583,0.003412950400256497,0.2275631734407377,0.189196538197177,-0.00032729821064353106,0.0016126013327880475,0.18829794919491372,28,22,0,0.47988766169832847,0.041176975451546215,0.041819627012618474,exp5,48
friedman3,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,0.045413103996713264,0.045413103996713264,exp5,48
Boston,reg,mse_oob_outputs,50,-0.05251790417329772,4.57666041026874,0.8772529937158152,0.9356598490902301,-1.353190401443471,1.2481545930968756,-0.011475158623406338,23,27,0,0.6718110337653662,19.423954123084737,19.37143621891144,exp5,48
Boston,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,22.94272549019608,22.94272549019608,exp5,48
Ozone,reg,mse_oob_outputs,50,-57.54480477068201,861.1458194642446,0.5887946203160308,0.6386580008038016,-302.27973878571385,187.19012924434986,-0.06682353147401109,26,24,0,0.8877248273407867,5879.163006700485,5821.618201929804,exp5,48
Ozone,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,9204.569846096096,9204.569846096096,exp5,48
waveform,synthetic,E1_B,50,0.0005988155719155172,0.003935488151420202,0.2882989493743761,0.28723273356328616,-0.0005196377855588072,0.0017172689293898419,0.15215788966342644,28,22,0,0.47988766169832847,0.022760356809076298,0.023359172380991815,exp1,49
waveform,synthetic,E2_B,50,0.0010053671819398166,0.004230495850455704,0.09491595850462348,0.0992403362477008,-0.00019692643594742824,0.0022076607998270615,0.23764759911808436,29,21,0,0.3222363203575473,0.02494192020576815,0.025947287387707962,exp1,49
twonorm,synthetic,E1_B,50,-0.00021920483444750838,0.00537991086443054,0.8242941030122477,0.7744768510571358,-0.001748158584965982,0.001309748916070965,-0.04074506808222204,25,25,0,1.0,0.005630921654733037,0.005411716820285529,exp1,49
twonorm,synthetic,E2_B,50,-0.0002192048344475084,0.00537991086443054,0.8242941030122477,0.7744768510571358,-0.001748158584965982,0.001309748916070965,-0.040745068082222044,25,25,0,1.0,0.005630921654733037,0.005411716820285529,exp1,49
threenorm,synthetic,E1_B,50,0.0010644956933791372,0.0060462304953876524,0.2882989493743761,0.2190794559010542,-0.0006538240010124231,0.0027828153877706976,0.17605939670860785,26,24,0,0.8877248273407867,0.006147923306903056,0.007212419000282194,exp1,49
threenorm,synthetic,E2_B,50,0.0010644956933791372,0.0060462304953876524,0.2882989493743761,0.2190794559010542,-0.0006538240010124231,0.0027828153877706976,0.17605939670860785,26,24,0,0.8877248273407867,0.006147923306903056,0.007212419000282194,exp1,49
ringnorm,synthetic,E1_B,50,-0.001361073547298946,0.008633998418164382,0.31077639734955714,0.2704202724311782,-0.0038148287480963693,0.0010926816534984776,-0.15764116245788182,20,30,0,0.20263875106454096,0.0410732042406883,0.03971213069338935,exp1,49
ringnorm,synthetic,E2_B,50,-0.001361073547298946,0.008633998418164382,0.31077639734955714,0.2704202724311782,-0.0038148287480963693,0.0010926816534984776,-0.15764116245788182,20,30,0,0.20263875106454096,0.0410732042406883,0.03971213069338935,exp1,49
breast-cancer,real,E1_B,50,-0.0002550972930651552,0.002565946307095178,0.37448608161773816,0.4853945985889816,-0.0009843311649124853,0.00047413657878217486,-0.09941645792033049,19,31,0,0.11892045255943624,0.005274340845840711,0.005019243552775555,exp1,49
breast-cancer,real,E2_B,50,-0.0002550972930651552,0.002565946307095178,0.37448608161773816,0.4853945985889816,-0.0009843311649124853,0.00047413657878217486,-0.09941645792033049,19,31,0,0.11892045255943624,0.005274340845840711,0.005019243552775555,exp1,49
diabetes,real,E1_B,50,0.00026084820294968727,0.0034220253127465886,0.7354651097707905,0.592326766634821,-0.0007116806303596851,0.0012333770362590597,0.07622626342887133,22,28,0,0.47988766169832847,0.002909720291705534,0.0031705684946552216,exp1,49
diabetes,real,E2_B,50,0.00026084820294968727,0.0034220253127465886,0.7354651097707905,0.592326766634821,-0.0007116806303596851,0.0012333770362590597,0.07622626342887133,22,28,0,0.47988766169832847,0.002909720291705534,0.0031705684946552216,exp1,49
vehicle,real,E1_B,50,-7.240944442305844e-05,0.002033589929126492,0.6224951140206157,0.8022661121750186,-0.0006503493076485918,0.0005055304188024748,-0.0356067087990356,21,29,0,0.3222363203575473,0.003472218762236121,0.0033998093178130625,exp1,49
vehicle,real,E2_B,50,-0.00012617196494983267,0.002433021416325473,0.6089143464848256,0.7154272208717385,-0.0008176290008232992,0.0005652850709236339,-0.051858139884517256,20,30,0,0.20263875106454096,0.0041272108317343455,0.004001038866784513,exp1,49
satellite,real,E1_B,50,2.736093031984096e-05,0.0003901021045148403,0.786935771101394,0.622147257642785,-8.350486110554324e-05,0.00013822672174522516,0.07013786904294973,25,25,0,1.0,0.0016784795832901049,0.001705840513609946,exp1,49
satellite,real,E2_B,50,5.900328738640465e-05,0.0005114167791668193,0.629334375634266,0.41855994739051094,-8.633975310055951e-05,0.00020434632787336878,0.11537221653644324,27,23,0,0.6718110337653662,0.0022099089633363976,0.0022689122507228024,exp1,49
dna,real,E1_B,50,-0.00024850792669895555,0.0011325539225704039,0.09684126144708755,0.12720497042481965,-0.0005703761901728187,7.336033677490762e-05,-0.2194226003252462,19,31,0,0.11892045255943624,0.006228794966334742,0.005980287039635787,exp1,49
dna,real,E2_B,50,-0.00030982028428447463,0.0011972110069966746,0.04465583616979948,0.0733537201173726,-0.0006500638878378059,3.042331926885661e-05,-0.25878502826472527,18,32,0,0.06490864707227226,0.00681703377876994,0.006507213494485465,exp1,49
friedman1,synthetic,EB1,50,-0.012296997261517308,0.08353700755501085,0.20258092941351638,0.30303504510939744,-0.03603795212617442,0.011443957603139812,-0.147204186760215,20,30,0,0.20263875106454096,2.13421762163741,2.1219206243758926,exp2,49
friedman1,synthetic,EB2,50,-0.012296997261517308,0.08353700755501085,0.20258092941351638,0.30303504510939744,-0.03603795212617442,0.011443957603139812,-0.147204186760215,20,30,0,0.20263875106454096,2.13421762163741,2.1219206243758926,exp2,49
friedman2,synthetic,EB1,50,-0.6438190851704746,4.323256556156439,0.29270441635494554,0.2974956369363646,-1.872475003931433,0.584836833590484,-0.1489199349628368,21,29,0,0.3222363203575473,244.83407958059223,244.19026049542177,exp2,49
friedman2,synthetic,EB2,50,-0.6438190851704746,4.323256556156439,0.29270441635494554,0.2974956369363646,-1.872475003931433,0.584836833590484,-0.1489199349628368,21,29,0,0.3222363203575473,244.83407958059223,244.19026049542177,exp2,49
friedman3,synthetic,EB1,50,0.0006920980324850045,0.0063373012707202536,0.5303557077753188,0.4436853315573751,-0.0011089430609827848,0.002493139125952794,0.10921021471436934,25,25,0,1.0,0.15786013095687446,0.15855222898935944,exp2,49
friedman3,synthetic,EB2,50,0.0006920980324850045,0.0063373012707202536,0.5303557077753188,0.4436853315573751,-0.0011089430609827848,0.002493139125952794,0.10921021471436934,25,25,0,1.0,0.15786013095687446,0.15855222898935944,exp2,49
Boston,real,EB1,50,-0.0113084083214832,0.09183899557508533,0.36931622464764846,0.38817378143585723,-0.037408762075808705,0.014791945432842308,-0.12313297037572368,24,26,0,0.8877248273407867,5.594054899626777,5.582746491305294,exp2,49
Boston,real,EB2,50,-0.0113084083214832,0.09183899557508533,0.36931622464764846,0.38817378143585723,-0.037408762075808705,0.014791945432842308,-0.12313297037572368,24,26,0,0.8877248273407867,5.594054899626777,5.582746491305294,exp2,49
Ozone,real,EB1,50,0.1300156017878919,1.0430705923580763,0.3641909771725496,0.3824113122894981,-0.16642178062034177,0.42645298419612554,0.1246469824194399,29,21,0,0.3222363203575473,7.491311949036731,7.621327550824622,exp2,49
Ozone,real,EB2,50,0.1300156017878919,1.0430705923580763,0.3641909771725496,0.3824113122894981,-0.16642178062034177,0.42645298419612554,0.1246469824194399,29,21,0,0.3222363203575473,7.491311949036731,7.621327550824622,exp2,49
waveform,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.3806495120891569,0.3806495120891569,exp3,49
waveform,synthetic,R2,50,-0.03386986771021858,0.09345123085609218,0.014989765750559717,0.013506103823770842,-0.06042841366172551,-0.007311321758711658,-0.36243361804806634,17,33,0,0.032839137564268595,0.022282678937511676,-0.011587188772706912,exp3,49
waveform,synthetic,R3,50,-0.03370144156694839,0.09291321978942131,0.014594842085646896,0.01343711704650576,-0.06010708646508556,-0.007295796668811229,-0.36271955318445964,17,33,0,0.032839137564268595,0.4028608500740276,0.36915940850707923,exp3,49
waveform,synthetic,R4,50,-0.09845573361863728,0.6431416872228362,0.27112575251096327,0.284338211438936,-0.2812345787655856,0.08432311152831101,-0.1530856039573194,22,28,0,0.47988766169832847,41.577976795455534,41.47952106183689,exp3,49
twonorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,49
twonorm,synthetic,R2,50,-0.0036789847082147747,0.03406275865296296,0.8018255165128876,0.44869701378284266,-0.013359513606896814,0.006001544190467264,-0.1080060703743018,26,24,0,0.8877248273407867,0.021909670434765577,0.018230685726550802,exp3,49
twonorm,synthetic,R3,50,-0.003673601152563646,0.034038337612671526,0.8018255165128876,0.4490339522329855,-0.013347189668386925,0.0059999873632596325,-0.10792539854226214,26,24,0,0.8877248273407867,0.021897707478850007,0.01822410632628636,exp3,49
twonorm,synthetic,R4,50,-0.017873599999999712,0.9255034573128963,0.9538126133980462,0.89193925208862,-0.2808987723187514,0.24515157231875193,-0.019312299547636337,24,26,0,0.8877248273407867,34.37789584,34.36002224,exp3,49
threenorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,49
threenorm,synthetic,R2,50,0.01179030042924693,0.04676530901195388,0.06955213065466105,0.08082557768730812,-0.0015002533382364842,0.025080854196730343,0.2521163802474428,32,18,0,0.06490864707227226,0.017059524461808175,0.028849824891055108,exp3,49
threenorm,synthetic,R3,50,0.011776623129774583,0.04670653641873309,0.06955213065466105,0.08079710357249019,-0.0014972276515261519,0.02505047391107532,0.25214079297584585,32,18,0,0.06490864707227226,0.017050398954046697,0.02882702208382128,exp3,49
threenorm,synthetic,R4,50,0.048021600000000574,0.9479368470334695,0.9538126133980462,0.7217220230396529,-0.2213790711354482,0.31742227113544935,0.05065907096056267,22,28,0,0.47988766169832847,62.6395824,62.687604,exp3,49
ringnorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,49
ringnorm,synthetic,R2,50,-0.031231389799072157,0.2840390505558868,0.4399590929379758,0.4406038829600908,-0.11195439480504783,0.049491615206903525,-0.10995456342340909,24,26,0,0.8877248273407867,0.6333197137057939,0.6020883239067217,exp3,49
ringnorm,synthetic,R3,50,-0.03066396325568283,0.28029432026641626,0.44569660642491576,0.4429019369678967,-0.11032272768871136,0.04899480117734571,-0.10939916023463164,24,26,0,0.8877248273407867,0.6286631267478299,0.597999163492147,exp3,49
ringnorm,synthetic,R4,50,-0.14411088000000077,1.0819740592703244,0.2839384093519745,0.35090845465395537,-0.45160450537257746,0.16338274537257594,-0.1331925463140846,21,29,0,0.3222363203575473,44.13363904,43.98952816,exp3,49
twonorm,class,absdiff,50,0.0014839999999999988,0.01728007416839714,0.3392282257494389,0.5464835611567338,-0.0034269427413914583,0.006394942741391457,0.08587926102273502,30,20,0,0.20263875106454096,0.022884,0.024368,exp4,49
twonorm,class,eOB,50,-0.0009000000000000012,0.016863497591555796,0.8750355490973557,0.7075202421463986,-0.005692552988179974,0.0038925529881799707,-0.053369711420403435,21,22,7,1.0,0.0915,0.0906,exp4,49
twonorm,class,eTS,50,0.0009359999999999992,0.007054012029638575,0.3446176964463249,0.352711230782661,-0.0010687280374523356,0.002940728037452334,0.13269044567364552,29,20,1,0.2528697301676036,0.079632,0.080568,exp4,49
twonorm,class,ratio,50,0.07646284866495849,1.2092812819859973,0.3591104277208634,0.6567704024884318,-0.267211089085307,0.420136786415224,0.06322999438094659,30,20,0,0.20263875106454096,1.5367276047620477,1.613190453427006,exp4,49
friedman1,reg,absdiff,50,0.09907629159542905,0.409280473126094,0.18600198276773772,0.09327101986736985,-0.017239931882811463,0.21539251507366955,0.24207431847085686,27,23,0,0.6718110337653662,1.2232130807850259,1.3222893723804547,exp4,49
friedman1,reg,eOB,50,0.03553210367094641,0.4160492755474819,0.7795196393306987,0.548699492801038,-0.08270779217092442,0.15377199951281725,0.08540359462034754,25,25,0,1.0,8.651125265629895,8.68665736930084,exp4,49
friedman1,reg,eTS,50,-0.04728230876100056,0.21566754604588112,0.2275631734407377,0.12751935783647256,-0.1085743471797205,0.014009729657719391,-0.2192370137644248,20,30,0,0.20263875106454096,7.9796336561945855,7.932351347433585,exp4,49
friedman1,reg,ratio,50,0.12501156605881739,0.4802023376648401,0.12720472479615466,0.07170719924355305,-0.011460428307228886,0.26148356042486365,0.26033102351548715,29,21,0,0.3222363203575473,1.4027523202696355,1.527763886328453,exp4,49
friedman1,reg,mse_oob_outputs,50,0.12937362695417184,0.8346519353085333,0.34908373173011176,0.278420213917039,-0.1078318284939387,0.36657908240228243,0.15500308749221103,28,22,0,0.47988766169832847,10.752479989179411,10.881853616133585,exp5,49
friedman1,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,13.271041923045253,13.271041923045253,exp5,49
friedman2,reg,mse_oob_outputs,50,99.64493954047786,1540.0567336264528,0.6851558007537824,0.6493245120120266,-338.034341441185,537.3242205221408,0.0647021225678087,25,25,0,1.0,26627.20215388452,26726.847093424996,exp5,49
friedman2,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,38197.09867789409,38197.09867789409,exp5,49
friedman3,reg,mse_oob_outputs,50,0.0007197418642472256,0.003266069971063096,0.07412248691512345,0.12561074516603343,-0.0002084649513579359,0.0016479486798523873,0.2203693952132176,30,20,0,0.20263875106454096,0.04079064142796567,0.0415103832922129,exp5,49
friedman3,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,0.04522114914672342,0.04522114914672342,exp5,49
Boston,reg,mse_oob_outputs,50,0.7712910652359148,3.849177594508028,0.09115740095353596,0.16284270880850216,-0.3226331033678847,1.8652152338397145,0.2003781447591262,31,19,0,0.11892045255943624,15.76108434797489,16.532375413210804,exp5,49
Boston,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,18.035745098039214,18.035745098039214,exp5,49
Ozone,reg,mse_oob_outputs,50,-6.823351349305767,955.0132687288637,0.5115520280573369,0.9599124720673591,-278.2351192787474,264.58841658013586,-0.0071447712536892236,31,19,0,0.11892045255943624,5488.721200246237,5481.897848896931,exp5,49
Ozone,reg,mse_original,50,0.0,0.0,,,,,,0,0,50,,9443.09748123123,9443.09748123123,exp5,49
waveform,synthetic,E1_B,50,-2.3875944903733563e-05,0.0031925503155633946,0.9384435759105285,0.9580409409199955,-0.0009311887055987504,0.0008834368157912833,-0.007478643261263726,27,23,0,0.6718110337653662,0.02252165994516605,0.022497784000262314,exp1,50
waveform,synthetic,E2_B,50,4.488145288064488e-05,0.0035541593514367364,0.8544745296341687,0.9292134257316653,-0.0009651994587284185,0.0010549623644897082,0.01262786736405107,27,23,0,0.6718110337653662,0.02521563976690557,0.02526052121978621,exp1,50
twonorm,synthetic,E1_B,50,0.0006116112612337066,0.006026298125886066,0.2839384093519745,0.47638356891146505,-0.0011010437164229237,0.002324266238890337,0.1014903757592941,27,23,0,0.6718110337653662,0.005073737852140961,0.005685349113374668,exp1,50
twonorm,synthetic,E2_B,50,0.0006116112612337066,0.006026298125886066,0.2839384093519745,0.47638356891146505,-0.0011010437164229237,0.002324266238890337,0.1014903757592941,27,23,0,0.6718110337653662,0.005073737852140961,0.005685349113374668,exp1,50
threenorm,synthetic,E1_B,50,0.0025681801514374453,0.006273858927941384,0.01346456695933789,0.005655567955975717,0.0007851691722926925,0.004351191130582198,0.4093461744891564,31,19,0,0.11892045255943624,0.005072742916488673,0.007640923067926119,exp1,50
threenorm,synthetic,E2_B,50,0.0025681801514374453,0.006273858927941384,0.01346456695933789,0.005655567955975717,0.0007851691722926925,0.004351191130582198,0.4093461744891564,31,19,0,0.11892045255943624,0.005072742916488673,0.007640923067926119,exp1,50
ringnorm,synthetic,E1_B,50,0.0005887509762379728,0.009863168742291763,1.0,0.6748090422065778,-0.0022143305655451194,0.0033918325180210653,0.05969186897447049,22,28,0,0.47988766169832847,0.03826897705347393,0.0388577280297119,exp1,50
ringnorm,synthetic,E2_B,50,0.0005887509762379727,0.009863168742291763,1.0,0.674809042206578,-0.00221433056554512,0.0033918325180210653,0.05969186897447048,22,28,0,0.47988766169832847,0.03826897705347393,0.0388577280297119,exp1,50
breast-cancer,real,E1_B,50,4.8992577046294e-05,0.0028131095711259892,0.8242941030122477,0.9024933570056335,-0.0007504843172326535,0.0008484694713252414,0.017415808310191058,24,26,0,0.8877248273407867,0.004680213038798105,0.004729205615844399,exp1,50
breast-cancer,real,E2_B,50,4.899257704629397e-05,0.0028131095711259892,0.8242941030122477,0.9024933570056335,-0.0007504843172326535,0.0008484694713252414,0.017415808310191044,24,26,0,0.8877248273407867,0.004680213038798105,0.004729205615844399,exp1,50
diabetes,real,E1_B,50,-7.857098454168932e-05,0.0037936689178183743,0.8167875854230882,0.8841674506015966,-0.0011567197617775601,0.0009995777926941813,-0.020711081078438744,25,25,0,1.0,0.003673689118193732,0.0035951181336520426,exp1,50
diabetes,real,E2_B,50,-7.857098454168933e-05,0.0037936689178183743,0.8167875854230882,0.8841674506015966,-0.0011567197617775601,0.0009995777926941813,-0.020711081078438748,25,25,0,1.0,0.003673689118193732,0.0035951181336520426,exp1,50
vehicle,real,E1_B,50,0.00014120630817171756,0.0017968282463309154,0.7795196393306987,0.5809513420938986,-0.00036944662930143545,0.0006518592456448706,0.07858642497414975,25,25,0,1.0,0.00304987213562834,0.003191078443800058,exp1,50
vehicle,real,E2_B,50,0.00015390529966003325,0.002256951772734807,0.8544745296341687,0.6318194525476791,-0.0004875132971567121,0.0007953238964767787,0.06819166520051168,26,24,0,0.8877248273407867,0.0036281293138572795,0.0037820346135173126,exp1,50
satellite,real,E1_B,50,5.6829465242281495e-05,0.00035097028455967745,0.2130314356377918,0.2577897943770444,-4.291518600202038e-05,0.00015657411648658338,0.16192101651448632,31,19,0,0.11892045255943624,0.00169414044671974,0.0017509699119620215,exp1,50
satellite,real,E2_B,50,9.048241449464796e-05,0.0004856929078537679,0.12720472479615466,0.1938621983168284,-4.7549982653970186e-05,0.0002285148116432661,0.18629552342957076,32,18,0,0.06490864707227226,0.0022542720206478834,0.0023447544351425315,exp1,50
dna,real,E1_B,50,6.380027353159029e-05,0.0009507247960928629,0.5495041724605588,0.6372385479007758,-0.00020639272395982038,0.00033399327102300096,0.06710698384410134,28,22,0,0.47988766169832847,0.005829610783253558,0.005893411056785149,exp1,50
dna,real,E2_B,50,2.4858491748866278e-06,0.001037407155972903,0.9230974354523004,0.9865502639723209,-0.00029234200242138066,0.00029731370077115384,0.0023962136376005083,26,24,0,0.8877248273407867,0.006370042179200503,0.006372528028375389,exp1,50
friedman1,synthetic,EB1,50,-0.013362599813790644,0.0762288168399678,0.3295696122759401,0.2210535120474445,-0.03502658985786943,0.008301390230288148,-0.1752959099685836,23,27,0,0.6718110337653662,2.129213653660079,2.1158510538462885,exp2,50
friedman1,synthetic,EB2,50,-0.013362599813790644,0.0762288168399678,0.3295696122759401,0.2210535120474445,-0.03502658985786943,0.008301390230288148,-0.1752959099685836,23,27,0,0.6718110337653662,2.129213653660079,2.1158510538462885,exp2,50
friedman2,synthetic,EB1,50,-0.07524349459979703,4.1663607310778366,0.8393547872159908,0.8989076042962487,-1.2593101132330087,1.1088231240334145,-0.018059764733893206,21,29,0,0.3222363203575473,245.69341369694442,245.61817020234463,exp2,50
friedman2,synthetic,EB2,50,-0.07524349459979703,4.1663607310778366,0.8393547872159908,0.8989076042962487,-1.2593101132330087,1.1088231240334145,-0.018059764733893206,21,29,0,0.3222363203575473,245.69341369694442,245.61817020234463,exp2,50
friedman3,synthetic,EB1,50,-0.00054261243015917,0.006088448579416745,0.5053623778895395,0.5315015175522819,-0.0022729303712768533,0.0011877055109585128,-0.08912162484111029,21,29,0,0.3222363203575473,0.15375116897812102,0.15320855654796184,exp2,50
friedman3,synthetic,EB2,50,-0.00054261243015917,0.006088448579416745,0.5053623778895395,0.5315015175522819,-0.0022729303712768533,0.0011877055109585128,-0.08912162484111029,21,29,0,0.3222363203575473,0.15375116897812102,0.15320855654796184,exp2,50
Boston,real,EB1,50,0.008832599270212071,0.08653671049040561,0.45729858381324795,0.4738922315624532,-0.015760861736105546,0.03342606027652969,0.1020676568378613,28,22,0,0.47988766169832847,5.868241471852231,5.877074071122443,exp2,50
Boston,real,EB2,50,0.008832599270212071,0.08653671049040561,0.45729858381324795,0.4738922315624532,-0.015760861736105546,0.03342606027652969,0.1020676568378613,28,22,0,0.47988766169832847,5.868241471852231,5.877074071122443,exp2,50
Ozone,real,EB1,50,0.36297457189715543,1.1267928289832738,0.01999508126172726,0.02713739749523791,0.04274359310497128,0.6832055506893396,0.32213070811310907,33,17,0,0.032839137564268595,7.719165328496244,8.082139900393399,exp2,50
Ozone,real,EB2,50,0.36297457189715543,1.1267928289832738,0.01999508126172726,0.02713739749523791,0.04274359310497128,0.6832055506893396,0.32213070811310907,33,17,0,0.032839137564268595,7.719165328496244,8.082139900393399,exp2,50
waveform,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.3387477520373217,0.3387477520373217,exp3,50
waveform,synthetic,R2,50,0.02532925938768419,0.11786373150686213,0.13968860172564837,0.13504009036771433,-0.008167242483559023,0.0588257612589274,0.21490291427104102,30,20,0,0.20263875106454096,-0.020428085177971393,0.004901174209712799,exp3,50
waveform,synthetic,R3,50,0.025156207812487643,0.11697655069846048,0.13968860172564837,0.13477312072407666,-0.00808816006275166,0.05840057568772695,0.21505342448791082,30,20,0,0.20263875106454096,0.3183581996985228,0.3435144075110104,exp3,50
waveform,synthetic,R4,50,0.014120454805583762,0.5213552265097441,0.8469076137561781,0.8489145123379175,-0.13404706116474951,0.16228797077591706,0.02708413397927229,29,21,0,0.3222363203575473,42.02939796942328,42.043518424228864,exp3,50
twonorm,synthetic,R1,50,0.0,0.0,,,,,,0,0,50,,0.0,0.0,exp3,50
